715;Кассир; Закрытое акционерное общество «Белорусско-Швейцарский Банк «БСБ Банк»;Минск;600;12
716;Сборщик заказов; Пятёрочка. Склад, логистика;Онега;100000;18
717;Сборщик заказов; Пятёрочка. Склад, логистика;Остров;100000;10
718;Сборщик заказов; Пятёрочка. Склад, логистика;Новозавидовский;100000;9
719;Сборщик заказов; Пятёрочка. Склад, логистика;Майкоп;100000;11
720;Сборщик заказов; Пятёрочка. Склад, логистика;Харабали;100000;9
721;Сборщик заказов; Пятёрочка. Склад, логистика;Оленегорск;100000;11
722;Сборщик заказов; Пятёрочка. Склад, логистика;Дюртюли;100000;5
723;Юрист по делам о банкротстве;ООО Юридические технологии и консалтинг;Москва;100000;4
724;"Продавец книжного магазина (м. Юго-Западная, ТРЦ ""Фестиваль"")"; ЛАБИРИНТ;Москва;50000;6
725;Сборщик заказов; Пятёрочка. Склад, логистика;Мелеуз;100000;11
726;Сборщик заказов; Пятёрочка. Склад, логистика;Учалы;100000;3
727;Сборщик заказов; Пятёрочка. Склад, логистика;Маркс;100000;19
728;Сборщик заказов; Пятёрочка. Склад, логистика;Перевоз;100000;19
729;Сборщик заказов; Пятёрочка. Склад, логистика;Пено;100000;5
730;Сборщик заказов; Пятёрочка. Склад, логистика;Заречный (Свердловская область);100000;12
731;Сборщик заказов; Пятёрочка. Склад, логистика;Астрахань;100000;13
732;Сборщик заказов; Пятёрочка. Склад, логистика;Богородск;100000;18
733;Сборщик заказов; Пятёрочка. Склад, логистика;Георгиевск;100000;16
734;Продавец - консультант IQOS; UP! Russia;Кострома;25000;4
735;Помощник повара; ЦУМ, Офис;Москва;40000;6
736;Продавец-кассир; Пятёрочка. Магазины;Энем;100000;19
737;Сборщик заказов; Пятёрочка. Склад, логистика;Новосиль;100000;13
738;"Старший продавец (ТЦ ""Радуга"",ТЦ""Я"")"; Белвест;Кемерово;30000;18
739;Юрист;ООО Юридическое Бюро Лидер Права;Москва;80000;2
740;Выездной Инженер технического обслуживания; А1. Информационные технологии, телеком;Брест;1000;7
741;Пеший курьер; ВкусВилл. Доставка ;Москва;36000;10
742;Paid Media Manager; Wargaming, Moscow;Минск;100000;19
743;Сборщик заказов; Пятёрочка. Склад, логистика;Агидель;100000;15
744;Кладовщик / Комплектовщик; Пятёрочка. Магазины;Адыгейск;100000;1
745;Продавец-консультант магазин?а re:Store (продукция Apple) Гум; Inventive Retail Group, re:Store;Казань;60000;18
746;Системный администратор;ООО ВиЭф Сервисес;Красноярск;35000;14
747;Сборщик заказов; Пятёрочка. Склад, логистика;Новозыбков;100000;16
748;Сборщик заказов; Пятёрочка. Склад, логистика;Приютное;100000;11
749;Менеджер по работе с маркетплейсами;ООО Платки и шали;Санкт-Петербург;40000;5
750;Водитель-курьер на Ford Transit; Ozon Логистика ;Королев;75000;14
751;Сборщик заказов; Пятёрочка. Склад, логистика;Пестово;100000;14
752;Сборщик заказов; Пятёрочка. Склад, логистика;Тугулым;100000;10
753;Главный специалист по лицензированию и подготовке отчетности;АО Газстройпром;Санкт-Петербург;100000;4
754;Сборщик заказов; Пятёрочка. Склад, логистика;Строитель;100000;20
755;Сборщик заказов; Пятёрочка. Склад, логистика;Бирск;100000;15
756;Директор магазина; Пятёрочка. Магазины;Мантурово;100000;16
757;Менеджер по продажам; Beauty Flight;Москва;100000;16
758;Финансовый аналитик; Л'Этуаль;Москва;100000;18
759;Продавец-кассир; Пятёрочка. Магазины;Ипатово;100000;17
760;Сборщик заказов; Пятёрочка. Склад, логистика;Ухта;100000;10
761;Сборщик заказов; Пятёрочка. Склад, логистика;Реж;100000;18
762;Сборщик заказов; Пятёрочка. Склад, логистика;Ленинск-Кузнецкий;100000;6
763;Сборщик заказов; Пятёрочка. Склад, логистика;Котельниково;100000;3
764;Сборщик заказов; Пятёрочка. Склад, логистика;Кармаскалы;100000;14
765;Сборщик заказов; Пятёрочка. Склад, логистика;Красногвардейское (Адыгея);100000;8
766;Бухгалтер;ТОО Papirus Print;Алматы;100000;12
767;Сборщик заказов; Пятёрочка. Склад, логистика;Бугуруслан;100000;17
768;Кладовщик / Комплектовщик; Пятёрочка. Магазины;Поспелиха;100000;2
769;Менеджер по продажам; Группа компаний GeoSM;Нижний Новгород;50000;7
770;Специалист по тестированию/Системный администратор; Searchinform;Санкт-Петербург;50000;10
771;Работник «Макдоналдс»; Макдоналдс, Россия;Москва;100000;8
772;Сборщик заказов; Пятёрочка. Склад, логистика;Киров (Кировская область);100000;1
773;Продавец-консультант IQOS; UP! Russia;Ярославль;25000;20
774;Сборщик заказов; Пятёрочка. Склад, логистика;Энгельс;100000;9
775;Сборщик заказов; Пятёрочка. Склад, логистика;Рязань;100000;20
776;Сборщик заказов; Пятёрочка. Склад, логистика;Ивдель;100000;1
777;Сборщик заказов; Пятёрочка. Склад, логистика;Соль-Илецк;100000;14
778;Сборщик заказов; Пятёрочка. Склад, логистика;Донецк (Ростовская область);100000;19
779;Сборщик заказов; Пятёрочка. Склад, логистика;Ясный;100000;16
780;Сборщик заказов; Пятёрочка. Склад, логистика;Кулебаки;100000;3
781;Сборщик заказов; Пятёрочка. Склад, логистика;Навля;100000;2
782;Сборщик заказов; Пятёрочка. Склад, логистика;Адыгейск;100000;11
783;Сборщик заказов; Пятёрочка. Склад, логистика;Сураж;100000;14
784;Сборщик заказов; Пятёрочка. Склад, логистика;Кушнаренково;100000;16
785;Кладовщик / Комплектовщик; Пятёрочка. Магазины;Александровск (Пермский край);100000;18
786;Продавец-консультант; КераМир;Тюмень;50000;1
787;Сборщик заказов; Пятёрочка. Склад, логистика;Рубцовск;100000;20
788;Сборщик заказов; Пятёрочка. Склад, логистика;Шумерля;100000;11
789;Сборщик заказов; Пятёрочка. Склад, логистика;Северное (Новосибирская область);100000;7
790;Сборщик заказов; Пятёрочка. Склад, логистика;Моздок;100000;15
791;Кладовщик / Комплектовщик; Пятёрочка. Магазины;Нелидово;100000;6
792;Менеджер по продажам в премиальный магазин Apple Cstore (ТК Южный); Связной. Cstore;Казань;45000;19
793;Сборщик заказов; Пятёрочка. Склад, логистика;Калининград;100000;17
794;Сборщик заказов; Пятёрочка. Склад, логистика;Арск;100000;19
795;Сборщик заказов; Пятёрочка. Склад, логистика;Яйва;100000;1
796;Продавец-кассир; Пятёрочка. Магазины;Подгорное;100000;8
797;Сборщик заказов; Пятёрочка. Склад, логистика;Чебоксары;100000;19
798;Сборщик заказов; Пятёрочка. Склад, логистика;Добрянка;100000;13
799;Сборщик заказов; Пятёрочка. Склад, логистика;Сестрорецк;100000;7
800;Сборщик заказов; Пятёрочка. Склад, логистика;Ермекеево;100000;19
